2025-10-28 14:32:14, Instruction: 0xffff800010ba66b8, Mem: 2847702013, Flipped bit 0, Flipped 2847702012, [+] System running normally
2025-10-28 15:42:31, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 16, Flipped 2548196307, [+] System running normally
2025-10-28 15:42:33, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 17, Flipped 2548130771, [+] System running normally
2025-10-28 15:42:35, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 18, Flipped 2548523987, [+] System running normally
2025-10-28 15:42:37, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 19, Flipped 2548786131, [+] System running normally
2025-10-28 15:42:41, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 20, Flipped 2549310419, [+] System running normally
2025-10-28 15:42:45, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 21, Flipped 2546164691, [+] System running normally
2025-10-28 15:42:47, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 22, Flipped 2544067539, [+] System running normally
2025-10-28 15:42:49, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 23, Flipped 2539873235, [+] System running normally
2025-10-28 15:42:51, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 24, Flipped 2531484627, [+] System running normally
2025-10-28 15:42:53, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 25, Flipped 2514707411, [+] System running normally
2025-10-28 15:42:55, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 26, Flipped 2481152979, [+] System running normally
2025-10-28 15:42:57, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 27, Flipped 2682479571, [+] System running normally
2025-10-28 15:42:59, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 28, Flipped 2279826387, [+] System running normally
2025-10-28 15:43:01, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 29, Flipped 3085132755, [+] System running normally
2025-10-28 15:43:03, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 30, Flipped 3622003667, [+] System running normally
2025-10-28 15:43:05, Instruction: 0xffff800010ba679c, Mem: 2548261843, Flipped bit 31, Flipped 400778195, [+] System running normally
2025-10-28 15:43:07, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 0, Flipped 3107995618, [+] System running normally
2025-10-28 15:43:11, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 1, Flipped 3107995617, [+] System running normally
2025-10-28 15:43:13, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 2, Flipped 3107995623, [+] System running normally
2025-10-28 15:43:15, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 3, Flipped 3107995627, [+] System running normally
2025-10-28 15:43:19, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 4, Flipped 3107995635, [+] System running normally
2025-10-28 15:43:21, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 5, Flipped 3107995587, [+] System running normally
2025-10-28 15:43:23, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 6, Flipped 3107995555, [+] System running normally
2025-10-28 15:43:25, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 7, Flipped 3107995491, [+] System running normally
2025-10-28 15:43:27, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 8, Flipped 3107995363, [+] System running normally
2025-10-28 15:43:29, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 9, Flipped 3107995107, [+] System running normally
2025-10-28 15:43:31, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 10, Flipped 3107994595, [+] System running normally
2025-10-28 15:43:33, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 11, Flipped 3107993571, [+] System running normally
2025-10-28 15:43:35, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 12, Flipped 3107991523, [+] System running normally
2025-10-28 15:43:37, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 13, Flipped 3107987427, [+] System running normally
2025-10-28 15:43:39, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 14, Flipped 3108012003, [+] System running normally
2025-10-28 15:43:41, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 15, Flipped 3108028387, [+] System running normally
2025-10-28 15:43:43, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 16, Flipped 3108061155, [+] System running normally
2025-10-28 15:43:45, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 17, Flipped 3108126691, [+] System running normally
2025-10-28 15:43:47, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 18, Flipped 3108257763, [+] System running normally
2025-10-28 15:43:49, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 19, Flipped 3108519907, [+] System running normally
2025-10-28 15:43:52, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 20, Flipped 3109044195, [+] System running normally
2025-10-28 15:43:54, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 21, Flipped 3110092771, [+] System running normally
2025-10-28 15:43:56, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 22, Flipped 3103801315, [+] System running normally
2025-10-28 15:43:58, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 23, Flipped 3116384227, [+] System running normally
2025-10-28 15:44:00, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 24, Flipped 3091218403, [+] System running normally
2025-10-28 15:44:02, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 25, Flipped 3141550051, [+] System running normally
2025-10-28 15:44:04, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 26, Flipped 3175104483, [+] System running normally
2025-10-28 15:44:06, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 27, Flipped 2973777891, [+] System running normally
2025-10-28 15:44:08, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 28, Flipped 2839560163, [+] System running normally
2025-10-28 15:44:10, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 29, Flipped 2571124707, [+] System running normally
2025-10-28 15:44:12, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 30, Flipped 4181737443, [+] System running normally
2025-10-28 15:44:14, Instruction: 0xffff800010ba67a0, Mem: 3107995619, Flipped bit 31, Flipped 960511971, [+] System running normally
2025-10-28 15:44:16, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 0, Flipped 704644069, [+] System running normally
2025-10-28 15:44:18, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 1, Flipped 704644070, [+] System running normally
2025-10-28 15:44:20, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 2, Flipped 704644064, [+] System running normally
2025-10-28 15:44:22, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 3, Flipped 704644076, [+] System running normally
2025-10-28 15:44:24, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 4, Flipped 704644084, [+] System running normally
2025-10-28 15:44:26, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 5, Flipped 704644036, [+] System running normally
2025-10-28 15:44:28, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 6, Flipped 704644004, [+] System running normally
2025-10-28 15:44:30, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 7, Flipped 704643940, [+] System running normally
2025-10-28 15:44:32, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 8, Flipped 704643812, [+] System running normally
2025-10-28 15:44:34, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 9, Flipped 704643556, [+] System running normally
2025-10-28 15:44:36, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 10, Flipped 704645092, [+] System running normally
2025-10-28 15:44:38, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 11, Flipped 704646116, [+] System running normally
2025-10-28 15:44:40, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 12, Flipped 704648164, [+] System running normally
2025-10-28 15:44:44, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 13, Flipped 704652260, [+] System running normally
2025-10-28 15:44:46, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 14, Flipped 704660452, [+] System running normally
2025-10-28 15:44:48, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 15, Flipped 704676836, [+] System running normally
2025-10-28 15:44:52, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 16, Flipped 704709604, [+] System running normally
2025-10-28 15:44:54, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 17, Flipped 704775140, [+] System running normally
2025-10-28 15:44:56, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 18, Flipped 704906212, [+] System running normally
2025-10-28 15:44:58, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 19, Flipped 705168356, [+] System running normally
2025-10-28 15:45:00, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 20, Flipped 705692644, [+] System running normally
2025-10-28 15:45:02, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 21, Flipped 706741220, [+] System running normally
2025-10-28 15:45:06, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 22, Flipped 708838372, [+] System running normally
2025-10-28 15:45:10, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 23, Flipped 713032676, [+] System running normally
2025-10-28 15:45:12, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 24, Flipped 721421284, [+] System running normally
2025-10-28 15:45:14, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 25, Flipped 671089636, [+] System running normally
2025-10-28 15:45:16, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 26, Flipped 771752932, [+] System running normally
2025-10-28 15:45:18, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 27, Flipped 570426340, [+] System running normally
2025-10-28 15:45:20, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 28, Flipped 973079524, [+] System running normally
2025-10-28 15:45:22, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 29, Flipped 167773156, [+] System running normally
2025-10-28 15:45:24, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 30, Flipped 1778385892, [+] System running normally
2025-10-28 15:45:26, Instruction: 0xffff800010ba67a4, Mem: 704644068, Flipped bit 31, Flipped 2852127716, [+] System running normally
2025-10-28 15:45:28, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 0, Flipped 705954787, [+] System running normally
2025-10-28 15:45:30, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 1, Flipped 705954784, [+] System running normally
2025-10-28 15:45:32, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 2, Flipped 705954790, [+] System running normally
2025-10-28 15:45:34, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 3, Flipped 705954794, [+] System running normally
2025-10-28 15:45:36, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 4, Flipped 705954802, [+] System running normally
2025-10-28 15:45:38, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 5, Flipped 705954754, [+] System running normally
2025-10-28 15:45:40, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 6, Flipped 705954722, [+] System running normally
2025-10-28 15:45:42, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 7, Flipped 705954658, [+] System running normally
2025-10-28 15:45:44, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 8, Flipped 705954530, [+] System running normally
2025-10-28 15:45:46, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 9, Flipped 705954274, [+] System running normally
2025-10-28 15:45:48, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 10, Flipped 705955810, [+] System running normally
2025-10-28 15:45:50, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 11, Flipped 705956834, [+] System running normally
2025-10-28 15:45:52, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 12, Flipped 705958882, [+] System running normally
2025-10-28 15:45:54, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 13, Flipped 705962978, [+] System running normally
2025-10-28 15:45:56, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 14, Flipped 705971170, [+] System running normally
2025-10-28 15:45:58, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 15, Flipped 705987554, [+] System running normally
2025-10-28 15:46:00, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 16, Flipped 706020322, [+] System running normally
2025-10-28 15:46:02, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 17, Flipped 706085858, [+] System running normally
2025-10-28 15:46:04, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 18, Flipped 705692642, [+] System running normally
2025-10-28 15:46:06, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 19, Flipped 706479074, [+] System running normally
2025-10-28 15:46:08, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 20, Flipped 704906210, [+] System running normally
2025-10-28 15:46:11, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 21, Flipped 708051938, [+] System running normally
2025-10-28 15:46:13, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 22, Flipped 710149090, [+] System running normally
2025-10-28 15:46:15, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 23, Flipped 714343394, [+] System running normally
2025-10-28 15:46:17, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 24, Flipped 722732002, [+] System running normally
2025-10-28 15:46:21, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 25, Flipped 672400354, [+] System running normally
2025-10-28 15:46:23, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 26, Flipped 773063650, [+] System running normally
2025-10-28 15:46:25, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 27, Flipped 571737058, [+] System running normally
2025-10-28 15:46:27, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 28, Flipped 974390242, [+] System running normally
2025-10-28 15:46:29, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 29, Flipped 169083874, [+] System running normally
2025-10-28 15:46:31, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 30, Flipped 1779696610, [+] System running normally
2025-10-28 15:46:33, Instruction: 0xffff800010ba67a8, Mem: 705954786, Flipped bit 31, Flipped 2853438434, [+] System running normally
2025-10-28 15:46:35, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 0, Flipped 705889249, [+] System running normally
2025-10-28 15:46:37, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 1, Flipped 705889250, [+] System running normally
2025-10-28 15:46:39, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 2, Flipped 705889252, [+] System running normally
2025-10-28 15:46:41, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 3, Flipped 705889256, [+] System running normally
2025-10-28 15:46:43, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 4, Flipped 705889264, [+] System running normally
2025-10-28 15:46:45, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 5, Flipped 705889216, [+] System running normally
2025-10-28 15:46:47, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 6, Flipped 705889184, [+] System running normally
2025-10-28 15:46:51, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 7, Flipped 705889120, [+] System running normally
2025-10-28 15:46:53, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 8, Flipped 705888992, [+] System running normally
2025-10-28 15:46:57, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 9, Flipped 705888736, [+] System running normally
2025-10-28 15:46:59, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 10, Flipped 705890272, [+] System running normally
2025-10-28 15:47:01, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 11, Flipped 705891296, [+] System running normally
2025-10-28 15:47:03, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 12, Flipped 705893344, [+] System running normally
2025-10-28 15:47:05, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 13, Flipped 705897440, [+] System running normally
2025-10-28 15:47:09, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 14, Flipped 705905632, [+] System running normally
2025-10-28 15:47:11, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 15, Flipped 705922016, [+] System running normally
2025-10-28 15:47:13, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 16, Flipped 705823712, [+] System running normally
2025-10-28 15:47:15, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 17, Flipped 705758176, [+] System running normally
2025-10-28 15:47:17, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 18, Flipped 706151392, [+] System running normally
2025-10-28 15:47:19, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 19, Flipped 706413536, [+] System running normally
2025-10-28 15:47:21, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 20, Flipped 704840672, [+] System running normally
2025-10-28 15:47:23, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 21, Flipped 707986400, [+] System running normally
2025-10-28 15:47:25, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 22, Flipped 710083552, [+] System running normally
2025-10-28 15:47:27, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 23, Flipped 714277856, [+] System running normally
2025-10-28 15:47:29, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 24, Flipped 722666464, [+] System running normally
2025-10-28 15:47:31, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 25, Flipped 672334816, [+] System running normally
2025-10-28 15:47:33, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 26, Flipped 772998112, [+] System running normally
2025-10-28 15:47:35, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 27, Flipped 571671520, [+] System running normally
2025-10-28 15:47:37, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 28, Flipped 974324704, [+] System running normally
2025-10-28 15:47:39, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 29, Flipped 169018336, [+] System running normally
2025-10-28 15:47:41, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 30, Flipped 1779631072, [+] System running normally
2025-10-28 15:47:43, Instruction: 0xffff800010ba67ac, Mem: 705889248, Flipped bit 31, Flipped 2853372896, [+] System running normally
2025-10-28 15:47:45, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 0, Flipped 704840672, [+] System running normally
2025-10-28 15:47:47, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 1, Flipped 704840675, [+] System running normally
2025-10-28 15:47:49, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 2, Flipped 704840677, [+] System running normally
2025-10-28 15:47:51, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 3, Flipped 704840681, [+] System running normally
2025-10-28 15:47:53, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 4, Flipped 704840689, [+] System running normally
2025-10-28 15:47:55, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 5, Flipped 704840641, [+] System running normally
2025-10-28 15:47:57, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 6, Flipped 704840609, [+] System running normally
2025-10-28 15:47:59, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 7, Flipped 704840545, [+] System running normally
2025-10-28 15:48:01, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 8, Flipped 704840417, [+] System running normally
2025-10-28 15:48:03, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 9, Flipped 704840161, [+] System running normally
2025-10-28 15:48:05, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 10, Flipped 704841697, [+] System running normally
2025-10-28 15:48:07, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 11, Flipped 704842721, [+] System running normally
2025-10-28 15:48:09, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 12, Flipped 704844769, [+] System running normally
2025-10-28 15:48:11, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 13, Flipped 704848865, [+] System running normally
2025-10-28 15:48:15, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 14, Flipped 704857057, [+] System running normally
2025-10-28 15:48:17, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 15, Flipped 704873441, [+] System running normally
2025-10-28 15:48:19, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 16, Flipped 704775137, [+] System running normally
2025-10-28 15:48:21, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 17, Flipped 704709601, [+] System running normally
2025-10-28 15:48:23, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 18, Flipped 705102817, [+] System running normally
2025-10-28 15:48:25, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 19, Flipped 705364961, [+] System running normally
2025-10-28 15:48:27, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 20, Flipped 705889249, [+] System running normally
2025-10-28 15:48:29, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 21, Flipped 706937825, [+] System running normally
2025-10-28 15:48:31, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 22, Flipped 709034977, [+] System running normally
2025-10-28 15:48:34, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 23, Flipped 713229281, [+] System running normally
2025-10-28 15:48:38, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 24, Flipped 721617889, [+] System running normally
2025-10-28 15:48:40, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 25, Flipped 671286241, [+] System running normally
2025-10-28 15:48:42, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 26, Flipped 771949537, [+] System running normally
2025-10-28 15:48:44, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 27, Flipped 570622945, [+] System running normally
2025-10-28 15:48:46, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 28, Flipped 973276129, [+] System running normally
2025-10-28 15:48:48, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 29, Flipped 167969761, [+] System running normally
2025-10-28 15:48:50, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 30, Flipped 1778582497, [+] System running normally
2025-10-28 15:48:52, Instruction: 0xffff800010ba67b0, Mem: 704840673, Flipped bit 31, Flipped 2852324321, [+] System running normally
2025-10-28 15:48:54, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 0, Flipped 1384120866, [+] System running normally
2025-10-28 15:48:56, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 1, Flipped 1384120865, [+] System running normally
2025-10-28 15:48:58, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 2, Flipped 1384120871, [+] System running normally
2025-10-28 15:49:00, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 3, Flipped 1384120875, [+] System running normally
2025-10-28 15:49:02, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 4, Flipped 1384120883, [+] System running normally
2025-10-28 15:49:04, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 5, Flipped 1384120835, [+] System running normally
2025-10-28 15:49:06, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 6, Flipped 1384120931, [+] System running normally
2025-10-28 15:49:08, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 7, Flipped 1384120995, [+] System running normally
2025-10-28 15:49:10, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 8, Flipped 1384121123, [+] System running normally
2025-10-28 15:49:12, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 9, Flipped 1384120355, [+] System running normally
2025-10-28 15:49:14, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 10, Flipped 1384121891, [+] System running normally
2025-10-28 15:49:16, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 11, Flipped 1384122915, [+] System running normally
2025-10-28 15:49:18, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 12, Flipped 1384124963, [+] System running normally
2025-10-28 15:49:22, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 13, Flipped 1384129059, [+] System running normally
2025-10-28 15:49:24, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 14, Flipped 1384137251, [+] System running normally
2025-10-28 15:49:28, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 15, Flipped 1384153635, [+] System running normally
2025-10-28 15:49:30, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 16, Flipped 1384186403, [+] System running normally
2025-10-28 15:49:32, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 17, Flipped 1384251939, [+] System running normally
2025-10-28 15:49:34, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 18, Flipped 1384383011, [+] System running normally
2025-10-28 15:49:36, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 19, Flipped 1384645155, [+] System running normally
2025-10-28 15:49:38, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 20, Flipped 1385169443, [+] System running normally
2025-10-28 15:49:40, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 21, Flipped 1386218019, [+] System running normally
2025-10-28 15:49:42, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 22, Flipped 1388315171, [+] System running normally
2025-10-28 15:49:44, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 23, Flipped 1375732259, [+] System running normally
2025-10-28 15:49:46, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 24, Flipped 1400898083, [+] System running normally
2025-10-28 15:49:48, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 25, Flipped 1350566435, [+] System running normally
2025-10-28 15:49:50, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 26, Flipped 1451229731, [+] System running normally
2025-10-28 15:49:52, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 27, Flipped 1518338595, [+] System running normally
2025-10-28 15:49:54, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 28, Flipped 1115685411, [+] System running normally
2025-10-28 15:49:56, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 29, Flipped 1920991779, [+] System running normally
2025-10-28 15:49:58, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 30, Flipped 310379043, [+] System running normally
2025-10-28 15:50:00, Instruction: 0xffff800010ba67b4, Mem: 1384120867, Flipped bit 31, Flipped 3531604515, [+] System running normally
