2025-10-28 19:58:28, Instruction: 0xffff800010ba71f0, Mem: 2847767549, Flipped bit 0, Flipped 2847767548, [+] System running normally
2025-10-28 21:06:34, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 3, Flipped 402653154, [+] System running normally
2025-10-28 21:06:36, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 4, Flipped 402653178, [+] System running normally
2025-10-28 21:06:40, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 5, Flipped 402653130, [+] System running normally
2025-10-28 21:06:42, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 6, Flipped 402653098, [+] System running normally
2025-10-28 21:06:44, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 7, Flipped 402653034, [+] System running normally
2025-10-28 21:06:46, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 8, Flipped 402652906, [+] System running normally
2025-10-28 21:06:48, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 9, Flipped 402652650, [+] System running normally
2025-10-28 21:06:50, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 10, Flipped 402652138, [+] System running normally
2025-10-28 21:06:52, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 11, Flipped 402651114, [+] System running normally
2025-10-28 21:06:54, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 12, Flipped 402649066, [+] System running normally
2025-10-28 21:06:56, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 13, Flipped 402644970, [+] System running normally
2025-10-28 21:06:58, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 14, Flipped 402636778, [+] System running normally
2025-10-28 21:07:00, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 15, Flipped 402620394, [+] System running normally
2025-10-28 21:07:02, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 16, Flipped 402587626, [+] System running normally
2025-10-28 21:07:04, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 17, Flipped 402522090, [+] System running normally
2025-10-28 21:07:06, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 18, Flipped 402391018, [+] System running normally
2025-10-28 21:07:10, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 19, Flipped 402128874, [+] System running normally
2025-10-28 21:07:12, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 20, Flipped 401604586, [+] System running normally
2025-10-28 21:07:14, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 21, Flipped 400556010, [+] System running normally
2025-10-28 21:07:16, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 22, Flipped 398458858, [+] System running normally
2025-10-28 21:07:18, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 23, Flipped 394264554, [+] System running normally
2025-10-28 21:07:20, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 24, Flipped 385875946, [+] System running normally
2025-10-28 21:07:22, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 25, Flipped 369098730, [+] System running normally
2025-10-28 21:07:24, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 26, Flipped 335544298, [+] System running normally
2025-10-28 21:07:26, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 27, Flipped 536870890, [+] System running normally
2025-10-28 21:07:28, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 28, Flipped 134217706, [+] System running normally
2025-10-28 21:07:30, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 29, Flipped 939524074, [+] System running normally
2025-10-28 21:07:32, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 30, Flipped 1476394986, [+] System running normally
2025-10-28 21:07:34, Instruction: 0xffff800010ba7274, Mem: 402653162, Flipped bit 31, Flipped 2550136810, [+] System running normally
2025-10-28 21:07:36, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 0, Flipped 2853372897, [+] System running normally
2025-10-28 21:07:38, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 1, Flipped 2853372898, [+] System running normally
2025-10-28 21:07:40, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 2, Flipped 2853372900, [+] System running normally
2025-10-28 21:07:42, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 3, Flipped 2853372904, [+] System running normally
2025-10-28 21:07:44, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 4, Flipped 2853372912, [+] System running normally
2025-10-28 21:07:46, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 5, Flipped 2853372864, [+] System running normally
2025-10-28 21:07:48, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 6, Flipped 2853372832, [+] System running normally
2025-10-28 21:07:51, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 7, Flipped 2853372768, [+] System running normally
2025-10-28 21:07:53, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 8, Flipped 2853372640, [+] System running normally
2025-10-28 21:07:55, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 9, Flipped 2853372384, [+] System running normally
2025-10-28 21:07:57, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 10, Flipped 2853373920, [+] System running normally
2025-10-28 21:07:59, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 11, Flipped 2853374944, [+] System running normally
2025-10-28 21:08:01, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 12, Flipped 2853376992, [+] System running normally
2025-10-28 21:08:03, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 13, Flipped 2853381088, [+] System running normally
2025-10-28 21:08:05, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 14, Flipped 2853389280, [+] System running normally
2025-10-28 21:08:07, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 15, Flipped 2853405664, [+] System running normally
2025-10-28 21:08:09, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 16, Flipped 2853307360, [+] System running normally
2025-10-28 21:08:11, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 17, Flipped 2853241824, [+] System running normally
2025-10-28 21:08:13, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 18, Flipped 2853635040, [+] System running normally
2025-10-28 21:08:15, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 19, Flipped 2853897184, [+] System running normally
2025-10-28 21:08:17, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 20, Flipped 2852324320, [+] System running normally
2025-10-28 21:08:19, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 21, Flipped 2855470048, [+] System running normally
2025-10-28 21:08:21, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 22, Flipped 2857567200, [+] System running normally
2025-10-28 21:08:23, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 23, Flipped 2861761504, [+] System running normally
2025-10-28 21:08:25, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 24, Flipped 2870150112, [+] System running normally
2025-10-28 21:08:27, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 25, Flipped 2819818464, [+] System running normally
2025-10-28 21:08:29, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 26, Flipped 2920481760, [+] System running normally
2025-10-28 21:08:31, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 27, Flipped 2719155168, [+] System running normally
2025-10-28 21:08:33, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 28, Flipped 3121808352, [+] System running normally
2025-10-28 21:08:35, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 29, Flipped 2316501984, [+] System running normally
2025-10-28 21:08:37, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 30, Flipped 3927114720, [+] System running normally
2025-10-28 21:08:39, Instruction: 0xffff800010ba7278, Mem: 2853372896, Flipped bit 31, Flipped 705889248, [+] System running normally
2025-10-28 21:08:41, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 0, Flipped 2549967630, [+] System running normally
2025-10-28 21:08:43, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 1, Flipped 2549967629, [+] System running normally
2025-10-28 21:08:45, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 2, Flipped 2549967627, [+] System running normally
2025-10-28 21:08:47, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 3, Flipped 2549967623, [+] System running normally
2025-10-28 21:08:49, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 4, Flipped 2549967647, [+] System running normally
2025-10-28 21:08:51, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 5, Flipped 2549967663, [+] System running normally
2025-10-28 21:08:53, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 6, Flipped 2549967695, [+] System running normally
2025-10-28 21:08:55, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 7, Flipped 2549967759, [+] System running normally
2025-10-28 21:08:57, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 8, Flipped 2549967375, [+] System running normally
2025-10-28 21:08:59, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 9, Flipped 2549967119, [+] System running normally
2025-10-28 21:09:01, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 10, Flipped 2549968655, [+] System running normally
2025-10-28 21:09:03, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 11, Flipped 2549965583, [+] System running normally
2025-10-28 21:09:07, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 12, Flipped 2549971727, [+] System running normally
2025-10-28 21:09:09, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 13, Flipped 2549959439, [+] System running normally
2025-10-28 21:09:11, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 14, Flipped 2549951247, [+] System running normally
2025-10-28 21:09:13, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 15, Flipped 2550000399, [+] System running normally
2025-10-28 21:09:15, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 16, Flipped 2549902095, [+] System running normally
2025-10-28 21:09:17, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 17, Flipped 2550098703, [+] System running normally
2025-10-28 21:09:19, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 18, Flipped 2549705487, [+] System running normally
2025-10-28 21:09:21, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 19, Flipped 2549443343, [+] System running normally
2025-10-28 21:09:23, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 20, Flipped 2548919055, [+] System running normally
2025-10-28 21:09:25, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 21, Flipped 2547870479, [+] System running normally
2025-10-28 21:09:27, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 22, Flipped 2545773327, [+] System running normally
2025-10-28 21:09:29, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 23, Flipped 2541579023, [+] System running normally
2025-10-28 21:09:31, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 24, Flipped 2533190415, [+] System running normally
2025-10-28 21:09:33, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 25, Flipped 2516413199, [+] System running normally
2025-10-28 21:09:35, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 26, Flipped 2482858767, [+] System running normally
2025-10-28 21:09:37, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 27, Flipped 2684185359, [+] System running normally
2025-10-28 21:09:39, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 28, Flipped 2281532175, [+] System running normally
2025-10-28 21:09:41, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 29, Flipped 3086838543, [+] System running normally
2025-10-28 21:09:43, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 30, Flipped 3623709455, [+] System running normally
2025-10-28 21:09:45, Instruction: 0xffff800010ba727c, Mem: 2549967631, Flipped bit 31, Flipped 402483983, [+] System running normally
2025-10-28 21:09:47, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 0, Flipped 402653160, [+] System running normally
2025-10-28 21:09:49, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 1, Flipped 402653163, [+] System running normally
2025-10-28 21:09:51, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 2, Flipped 402653165, [+] System running normally
2025-10-28 21:09:53, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 3, Flipped 402653153, [+] System running normally
2025-10-28 21:09:55, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 4, Flipped 402653177, [+] System running normally
2025-10-28 21:09:57, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 5, Flipped 402653129, [+] System running normally
2025-10-28 21:09:59, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 6, Flipped 402653097, [+] System running normally
2025-10-28 21:10:01, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 7, Flipped 402653033, [+] System running normally
2025-10-28 21:10:03, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 8, Flipped 402652905, [+] System running normally
2025-10-28 21:10:06, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 9, Flipped 402652649, [+] System running normally
2025-10-28 21:10:08, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 10, Flipped 402652137, [+] System running normally
2025-10-28 21:10:10, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 11, Flipped 402651113, [+] System running normally
2025-10-28 21:10:12, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 12, Flipped 402649065, [+] System running normally
2025-10-28 21:10:14, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 13, Flipped 402644969, [+] System running normally
2025-10-28 21:10:16, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 14, Flipped 402636777, [+] System running normally
2025-10-28 21:10:18, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 15, Flipped 402620393, [+] System running normally
2025-10-28 21:10:20, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 16, Flipped 402587625, [+] System running normally
2025-10-28 21:10:22, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 17, Flipped 402522089, [+] System running normally
2025-10-28 21:10:24, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 18, Flipped 402391017, [+] System running normally
2025-10-28 21:10:26, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 19, Flipped 402128873, [+] System running normally
2025-10-28 21:10:28, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 20, Flipped 401604585, [+] System running normally
2025-10-28 21:10:30, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 21, Flipped 400556009, [+] System running normally
2025-10-28 21:10:32, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 22, Flipped 398458857, [+] System running normally
2025-10-28 21:10:34, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 23, Flipped 394264553, [+] System running normally
2025-10-28 21:10:36, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 24, Flipped 385875945, [+] System running normally
2025-10-28 21:10:38, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 25, Flipped 369098729, [+] System running normally
2025-10-28 21:10:40, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 26, Flipped 335544297, [+] System running normally
2025-10-28 21:10:42, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 27, Flipped 536870889, [+] System running normally
2025-10-28 21:10:46, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 28, Flipped 134217705, [+] System running normally
2025-10-28 21:10:48, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 29, Flipped 939524073, [+] System running normally
2025-10-28 21:10:50, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 30, Flipped 1476394985, [+] System running normally
2025-10-28 21:10:52, Instruction: 0xffff800010ba7280, Mem: 402653161, Flipped bit 31, Flipped 2550136809, [+] System running normally
2025-10-28 21:10:54, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 0, Flipped 2432836225, [+] System running normally
2025-10-28 21:10:56, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 1, Flipped 2432836226, [+] System running normally
2025-10-28 21:10:58, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 2, Flipped 2432836228, [+] System running normally
2025-10-28 21:11:00, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 3, Flipped 2432836232, [+] System running normally
2025-10-28 21:11:02, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 4, Flipped 2432836240, [+] System running normally
2025-10-28 21:11:04, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 5, Flipped 2432836256, [+] System running normally
2025-10-28 21:11:06, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 6, Flipped 2432836288, [+] System running normally
2025-10-28 21:11:08, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 7, Flipped 2432836096, [+] System running normally
2025-10-28 21:11:10, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 8, Flipped 2432836480, [+] System running normally
2025-10-28 21:11:12, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 9, Flipped 2432835712, [+] System running normally
2025-10-28 21:11:14, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 10, Flipped 2432837248, [+] System running normally
2025-10-28 21:11:16, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 11, Flipped 2432838272, [+] System running normally
2025-10-28 21:11:18, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 12, Flipped 2432840320, [+] System running normally
2025-10-28 21:11:20, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 13, Flipped 2432828032, [+] System running normally
2025-10-28 21:11:22, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 14, Flipped 2432852608, [+] System running normally
2025-10-28 21:11:24, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 15, Flipped 2432868992, [+] System running normally
2025-10-28 21:11:26, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 16, Flipped 2432901760, [+] System running normally
2025-10-28 21:11:28, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 17, Flipped 2432705152, [+] System running normally
2025-10-28 21:11:30, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 18, Flipped 2433098368, [+] System running normally
2025-10-28 21:11:32, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 19, Flipped 2433360512, [+] System running normally
2025-10-28 21:11:34, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 20, Flipped 2433884800, [+] System running normally
2025-10-28 21:11:36, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 21, Flipped 2434933376, [+] System running normally
2025-10-28 21:11:38, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 22, Flipped 2437030528, [+] System running normally
2025-10-28 21:11:40, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 23, Flipped 2441224832, [+] System running normally
2025-10-28 21:11:42, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 24, Flipped 2416059008, [+] System running normally
2025-10-28 21:11:44, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 25, Flipped 2466390656, [+] System running normally
2025-10-28 21:11:46, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 26, Flipped 2499945088, [+] System running normally
2025-10-28 21:11:48, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 27, Flipped 2567053952, [+] System running normally
2025-10-28 21:11:50, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 28, Flipped 2164400768, [+] System running normally
2025-10-28 21:11:52, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 29, Flipped 2969707136, [+] System running normally
2025-10-28 21:11:54, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 30, Flipped 3506578048, [+] System running normally
2025-10-28 21:11:56, Instruction: 0xffff800010ba7284, Mem: 2432836224, Flipped bit 31, Flipped 285352576, [+] System running normally
2025-10-28 21:11:58, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 0, Flipped 2483172941, [+] System running normally
2025-10-28 21:12:00, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 1, Flipped 2483172942, [+] System running normally
2025-10-28 21:12:02, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 2, Flipped 2483172936, [+] System running normally
2025-10-28 21:12:04, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 3, Flipped 2483172932, [+] System running normally
2025-10-28 21:12:06, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 4, Flipped 2483172956, [+] System running normally
2025-10-28 21:12:08, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 5, Flipped 2483172972, [+] System running normally
2025-10-28 21:12:10, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 6, Flipped 2483172876, [+] System running normally
2025-10-28 21:12:12, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 7, Flipped 2483173068, [+] System running normally
2025-10-28 21:12:15, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 8, Flipped 2483173196, [+] System running normally
2025-10-28 21:12:17, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 9, Flipped 2483172428, [+] System running normally
2025-10-28 21:12:19, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 10, Flipped 2483171916, [+] System running normally
2025-10-28 21:12:21, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 11, Flipped 2483174988, [+] System running normally
2025-10-28 21:12:25, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 12, Flipped 2483168844, [+] System running normally
2025-10-28 21:12:27, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 13, Flipped 2483164748, [+] System running normally
2025-10-28 21:12:29, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 14, Flipped 2483189324, [+] System running normally
2025-10-28 21:12:31, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 15, Flipped 2483205708, [+] System running normally
2025-10-28 21:12:33, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 16, Flipped 2483238476, [+] System running normally
2025-10-28 21:12:35, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 17, Flipped 2483041868, [+] System running normally
2025-10-28 21:12:37, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 18, Flipped 2483435084, [+] System running normally
2025-10-28 21:12:39, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 19, Flipped 2483697228, [+] System running normally
2025-10-28 21:12:41, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 20, Flipped 2484221516, [+] System running normally
2025-10-28 21:12:43, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 21, Flipped 2485270092, [+] System running normally
2025-10-28 21:12:45, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 22, Flipped 2487367244, [+] System running normally
2025-10-28 21:12:47, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 23, Flipped 2491561548, [+] System running normally
2025-10-28 21:12:49, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 24, Flipped 2499950156, [+] System running normally
2025-10-28 21:12:51, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 25, Flipped 2516727372, [+] System running normally
2025-10-28 21:12:53, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 26, Flipped 2416064076, [+] System running normally
2025-10-28 21:12:55, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 27, Flipped 2617390668, [+] System running normally
2025-10-28 21:12:57, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 28, Flipped 2214737484, [+] System running normally
2025-10-28 21:12:59, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 29, Flipped 3020043852, [+] System running normally
2025-10-28 21:13:01, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 30, Flipped 3556914764, [+] System running normally
2025-10-28 21:13:03, Instruction: 0xffff800010ba7288, Mem: 2483172940, Flipped bit 31, Flipped 335689292, [+] System running normally
2025-10-28 21:13:05, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 0, Flipped 402653150, [+] System running normally
2025-10-28 21:13:07, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 1, Flipped 402653149, [+] System running normally
2025-10-28 21:13:09, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 2, Flipped 402653147, [+] System running normally
2025-10-28 21:13:11, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 3, Flipped 402653143, [+] System running normally
2025-10-28 21:13:13, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 4, Flipped 402653135, [+] System running normally
2025-10-28 21:13:15, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 5, Flipped 402653183, [+] System running normally
2025-10-28 21:13:17, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 6, Flipped 402653087, [+] System running normally
2025-10-28 21:13:19, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 7, Flipped 402653023, [+] System running normally
2025-10-28 21:13:21, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 8, Flipped 402652895, [+] System running normally
2025-10-28 21:13:23, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 9, Flipped 402652639, [+] System running normally
2025-10-28 21:13:25, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 10, Flipped 402652127, [+] System running normally
2025-10-28 21:13:27, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 11, Flipped 402651103, [+] System running normally
2025-10-28 21:13:29, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 12, Flipped 402649055, [+] System running normally
2025-10-28 21:13:31, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 13, Flipped 402644959, [+] System running normally
2025-10-28 21:13:33, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 14, Flipped 402636767, [+] System running normally
2025-10-28 21:13:35, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 15, Flipped 402620383, [+] System running normally
2025-10-28 21:13:37, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 16, Flipped 402587615, [+] System running normally
2025-10-28 21:13:39, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 17, Flipped 402522079, [+] System running normally
2025-10-28 21:13:41, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 18, Flipped 402391007, [+] System running normally
2025-10-28 21:13:43, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 19, Flipped 402128863, [+] System running normally
2025-10-28 21:13:45, Instruction: 0xffff800010ba728c, Mem: 402653151, Flipped bit 20, Flipped 401604575, [+] System running normally
