2025-10-09 20:03:36, Instruction: 0xffff800010ba62e8, Mem: 4181729315, Flipped bit 0, Flipped 4181729314, [+] System running normally
2025-10-09 20:30:10, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 12, Flipped 1895926975, [+] System running normally
2025-10-09 20:30:12, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 13, Flipped 1895939263, [+] System running normally
2025-10-09 20:30:14, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 14, Flipped 1895947455, [+] System running normally
2025-10-09 20:30:16, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 15, Flipped 1895898303, [+] System running normally
2025-10-09 20:30:18, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 16, Flipped 1895865535, [+] System running normally
2025-10-09 20:30:22, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 17, Flipped 1896062143, [+] System running normally
2025-10-09 20:30:26, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 18, Flipped 1896193215, [+] System running normally
2025-10-09 20:30:30, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 19, Flipped 1896455359, [+] System running normally
2025-10-09 20:30:32, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 20, Flipped 1896979647, [+] System running normally
2025-10-09 20:30:34, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 21, Flipped 1898028223, [+] System running normally
2025-10-09 20:30:36, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 22, Flipped 1900125375, [+] System running normally
2025-10-09 20:30:38, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 23, Flipped 1904319679, [+] System running normally
2025-10-09 20:30:40, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 24, Flipped 1879153855, [+] System running normally
2025-10-09 20:30:42, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 25, Flipped 1929485503, [+] System running normally
2025-10-09 20:30:44, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 26, Flipped 1963039935, [+] System running normally
2025-10-09 20:30:46, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 27, Flipped 2030148799, [+] System running normally
2025-10-09 20:30:48, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 28, Flipped 1627495615, [+] System running normally
2025-10-09 20:30:50, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 29, Flipped 1359060159, [+] System running normally
2025-10-09 20:30:52, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 30, Flipped 822189247, [+] System running normally
2025-10-09 20:30:56, Instruction: 0xffff800010ba6334, Mem: 1895931071, Flipped bit 31, Flipped 4043414719, [+] System running normally
2025-10-09 20:30:58, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 0, Flipped 4199680097, [+] System running normally
2025-10-09 20:31:00, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 1, Flipped 4199680098, [+] System running normally
2025-10-09 20:31:02, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 2, Flipped 4199680100, [+] System running normally
2025-10-09 20:31:04, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 3, Flipped 4199680104, [+] System running normally
2025-10-09 20:31:06, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 4, Flipped 4199680112, [+] System running normally
2025-10-09 20:31:08, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 5, Flipped 4199680064, [+] System running normally
2025-10-09 20:31:10, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 6, Flipped 4199680032, [+] System running normally
2025-10-09 20:31:12, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 7, Flipped 4199680224, [+] System running normally
2025-10-09 20:31:14, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 8, Flipped 4199680352, [+] System running normally
2025-10-09 20:31:16, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 9, Flipped 4199680608, [+] System running normally
2025-10-09 20:31:19, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 10, Flipped 4199681120, [+] System running normally
2025-10-09 20:31:21, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 11, Flipped 4199678048, [+] System running normally
2025-10-09 20:31:23, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 12, Flipped 4199684192, [+] System running normally
2025-10-09 20:31:25, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 13, Flipped 4199688288, [+] System running normally
2025-10-09 20:31:27, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 14, Flipped 4199696480, [+] System running normally
2025-10-09 20:31:29, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 15, Flipped 4199712864, [+] System running normally
2025-10-09 20:31:31, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 16, Flipped 4199745632, [+] System running normally
2025-10-09 20:31:33, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 17, Flipped 4199549024, [+] System running normally
2025-10-09 20:31:35, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 18, Flipped 4199942240, [+] System running normally
2025-10-09 20:31:37, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 19, Flipped 4200204384, [+] System running normally
2025-10-09 20:31:39, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 20, Flipped 4198631520, [+] System running normally
2025-10-09 20:31:41, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 21, Flipped 4201777248, [+] System running normally
2025-10-09 20:31:43, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 22, Flipped 4195485792, [+] System running normally
2025-10-09 20:31:45, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 23, Flipped 4208068704, [+] System running normally
2025-10-09 20:31:47, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 24, Flipped 4216457312, [+] System running normally
2025-10-09 20:31:49, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 25, Flipped 4166125664, [+] System running normally
2025-10-09 20:31:53, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 26, Flipped 4266788960, [+] System running normally
2025-10-09 20:31:55, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 27, Flipped 4065462368, [+] System running normally
2025-10-09 20:31:57, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 28, Flipped 3931244640, [+] System running normally
2025-10-09 20:31:59, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 29, Flipped 3662809184, [+] System running normally
2025-10-09 20:32:01, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 30, Flipped 3125938272, [+] System running normally
2025-10-09 20:32:03, Instruction: 0xffff800010ba6338, Mem: 4199680096, Flipped bit 31, Flipped 2052196448, [+] System running normally
2025-10-09 20:32:05, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 0, Flipped 1409286624, [+] System running normally
2025-10-09 20:32:07, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 1, Flipped 1409286627, [+] System running normally
2025-10-09 20:32:11, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 2, Flipped 1409286629, [+] System running normally
2025-10-09 20:32:15, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 3, Flipped 1409286633, [+] System running normally
2025-10-09 20:32:17, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 4, Flipped 1409286641, [+] System running normally
2025-10-09 20:32:19, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 5, Flipped 1409286593, [+] System running normally
2025-10-09 20:32:21, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 6, Flipped 1409286561, [+] System running normally
2025-10-09 20:32:23, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 7, Flipped 1409286497, [+] System running normally
2025-10-09 20:32:25, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 8, Flipped 1409286369, [+] System running normally
2025-10-09 20:32:27, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 9, Flipped 1409287137, [+] System running normally
2025-10-09 20:32:31, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 10, Flipped 1409287649, [+] System running normally
2025-10-09 20:32:33, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 11, Flipped 1409288673, [+] System running normally
2025-10-09 20:32:35, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 12, Flipped 1409290721, [+] System running normally
2025-10-09 20:32:37, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 13, Flipped 1409294817, [+] System running normally
2025-10-09 20:32:41, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 14, Flipped 1409303009, [+] System running normally
2025-10-09 20:32:43, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 15, Flipped 1409319393, [+] System running normally
2025-10-09 20:32:45, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 16, Flipped 1409352161, [+] System running normally
2025-10-09 20:32:47, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 17, Flipped 1409417697, [+] System running normally
2025-10-09 20:32:49, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 18, Flipped 1409548769, [+] System running normally
2025-10-09 20:32:51, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 19, Flipped 1409810913, [+] System running normally
2025-10-09 20:32:53, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 20, Flipped 1410335201, [+] System running normally
2025-10-09 20:32:55, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 21, Flipped 1411383777, [+] System running normally
2025-10-09 20:32:57, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 22, Flipped 1413480929, [+] System running normally
2025-10-09 20:32:59, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 23, Flipped 1417675233, [+] System running normally
2025-10-09 20:33:01, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 24, Flipped 1426063841, [+] System running normally
2025-10-09 20:33:03, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 25, Flipped 1442841057, [+] System running normally
2025-10-09 20:33:05, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 26, Flipped 1342177761, [+] System running normally
2025-10-09 20:33:07, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 27, Flipped 1543504353, [+] System running normally
2025-10-09 20:33:09, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 28, Flipped 1140851169, [+] System running normally
2025-10-09 20:33:11, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 29, Flipped 1946157537, [+] System running normally
2025-10-09 20:33:13, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 30, Flipped 335544801, [+] System running normally
2025-10-09 20:33:15, Instruction: 0xffff800010ba633c, Mem: 1409286625, Flipped bit 31, Flipped 3556770273, [+] System running normally
2025-10-09 20:33:17, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 0, Flipped 2034245762, [+] System running normally
2025-10-09 20:33:19, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 1, Flipped 2034245761, [+] System running normally
2025-10-09 20:33:21, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 2, Flipped 2034245767, [+] System running normally
2025-10-09 20:33:23, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 3, Flipped 2034245771, [+] System running normally
2025-10-09 20:33:27, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 4, Flipped 2034245779, [+] System running normally
2025-10-09 20:33:29, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 5, Flipped 2034245795, [+] System running normally
2025-10-09 20:33:31, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 6, Flipped 2034245827, [+] System running normally
2025-10-09 20:33:33, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 7, Flipped 2034245635, [+] System running normally
2025-10-09 20:33:35, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 8, Flipped 2034246019, [+] System running normally
2025-10-09 20:33:37, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 9, Flipped 2034246275, [+] System running normally
2025-10-09 20:33:39, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 10, Flipped 2034246787, [+] System running normally
2025-10-09 20:33:41, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 11, Flipped 2034247811, [+] System running normally
2025-10-09 20:33:43, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 12, Flipped 2034249859, [+] System running normally
2025-10-09 20:33:45, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 13, Flipped 2034237571, [+] System running normally
2025-10-09 20:33:48, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 14, Flipped 2034262147, [+] System running normally
2025-10-09 20:33:50, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 15, Flipped 2034278531, [+] System running normally
2025-10-09 20:33:52, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 16, Flipped 2034311299, [+] System running normally
2025-10-09 20:33:54, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 17, Flipped 2034376835, [+] System running normally
2025-10-09 20:33:56, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 18, Flipped 2034507907, [+] System running normally
2025-10-09 20:34:00, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 19, Flipped 2034770051, [+] System running normally
2025-10-09 20:34:04, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 20, Flipped 2035294339, [+] System running normally
2025-10-09 20:34:06, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 21, Flipped 2036342915, [+] System running normally
2025-10-09 20:34:08, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 22, Flipped 2030051459, [+] System running normally
2025-10-09 20:34:10, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 23, Flipped 2042634371, [+] System running normally
2025-10-09 20:34:12, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 24, Flipped 2017468547, [+] System running normally
2025-10-09 20:34:14, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 25, Flipped 2067800195, [+] System running normally
2025-10-09 20:34:16, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 26, Flipped 2101354627, [+] System running normally
2025-10-09 20:34:18, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 27, Flipped 1900028035, [+] System running normally
2025-10-09 20:34:20, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 28, Flipped 1765810307, [+] System running normally
2025-10-09 20:34:24, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 29, Flipped 1497374851, [+] System running normally
2025-10-09 20:34:26, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 30, Flipped 960503939, [+] System running normally
2025-10-09 20:34:28, Instruction: 0xffff800010ba6340, Mem: 2034245763, Flipped bit 31, Flipped 4181729411, [+] System running normally
2025-10-09 20:34:30, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 0, Flipped 2030043202, [+] System running normally
2025-10-09 20:34:32, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 1, Flipped 2030043201, [+] System running normally
2025-10-09 20:34:34, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 2, Flipped 2030043207, [+] System running normally
2025-10-09 20:34:36, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 3, Flipped 2030043211, [+] System running normally
2025-10-09 20:34:38, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 4, Flipped 2030043219, [+] System running normally
2025-10-09 20:34:40, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 5, Flipped 2030043235, [+] System running normally
2025-10-09 20:34:42, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 6, Flipped 2030043139, [+] System running normally
2025-10-09 20:34:44, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 7, Flipped 2030043331, [+] System running normally
2025-10-09 20:34:46, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 8, Flipped 2030043459, [+] System running normally
2025-10-09 20:34:48, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 9, Flipped 2030043715, [+] System running normally
2025-10-09 20:34:50, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 10, Flipped 2030044227, [+] System running normally
2025-10-09 20:34:52, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 11, Flipped 2030045251, [+] System running normally
2025-10-09 20:34:54, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 12, Flipped 2030047299, [+] System running normally
2025-10-09 20:34:56, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 13, Flipped 2030051395, [+] System running normally
2025-10-09 20:34:58, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 14, Flipped 2030059587, [+] System running normally
2025-10-09 20:35:00, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 15, Flipped 2030075971, [+] System running normally
2025-10-09 20:35:02, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 16, Flipped 2030108739, [+] System running normally
2025-10-09 20:35:04, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 17, Flipped 2030174275, [+] System running normally
2025-10-09 20:35:06, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 18, Flipped 2030305347, [+] System running normally
2025-10-09 20:35:08, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 19, Flipped 2030567491, [+] System running normally
2025-10-09 20:35:10, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 20, Flipped 2031091779, [+] System running normally
2025-10-09 20:35:12, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 21, Flipped 2032140355, [+] System running normally
2025-10-09 20:35:14, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 22, Flipped 2034237507, [+] System running normally
2025-10-09 20:35:16, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 23, Flipped 2038431811, [+] System running normally
2025-10-09 20:35:18, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 24, Flipped 2013265987, [+] System running normally
2025-10-09 20:35:20, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 25, Flipped 2063597635, [+] System running normally
2025-10-09 20:35:22, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 26, Flipped 2097152067, [+] System running normally
2025-10-09 20:35:26, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 27, Flipped 1895825475, [+] System running normally
2025-10-09 20:35:28, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 28, Flipped 1761607747, [+] System running normally
2025-10-09 20:35:30, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 29, Flipped 1493172291, [+] System running normally
2025-10-09 20:35:32, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 30, Flipped 956301379, [+] System running normally
2025-10-09 20:35:34, Instruction: 0xffff800010ba6344, Mem: 2030043203, Flipped bit 31, Flipped 4177526851, [+] System running normally
2025-10-09 20:35:36, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 0, Flipped 2839779366, [+] System running normally
2025-10-09 20:35:38, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 1, Flipped 2839779365, [+] System running normally
2025-10-09 20:35:40, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 2, Flipped 2839779363, [+] System running normally
2025-10-09 20:35:42, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 3, Flipped 2839779375, [+] System running normally
2025-10-09 20:35:44, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 4, Flipped 2839779383, [+] System running normally
2025-10-09 20:35:46, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 5, Flipped 2839779335, [+] System running normally
2025-10-09 20:35:48, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 6, Flipped 2839779431, [+] System running normally
2025-10-09 20:35:50, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 7, Flipped 2839779495, [+] System running normally
2025-10-09 20:35:52, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 8, Flipped 2839779623, [+] System running normally
2025-10-09 20:35:54, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 9, Flipped 2839779879, [+] System running normally
2025-10-09 20:35:56, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 10, Flipped 2839780391, [+] System running normally
2025-10-09 20:35:58, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 11, Flipped 2839777319, [+] System running normally
2025-10-09 20:36:00, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 12, Flipped 2839775271, [+] System running normally
2025-10-09 20:36:02, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 13, Flipped 2839787559, [+] System running normally
2025-10-09 20:36:04, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 14, Flipped 2839795751, [+] System running normally
2025-10-09 20:36:06, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 15, Flipped 2839746599, [+] System running normally
2025-10-09 20:36:08, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 16, Flipped 2839713831, [+] System running normally
2025-10-09 20:36:10, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 17, Flipped 2839648295, [+] System running normally
2025-10-09 20:36:12, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 18, Flipped 2840041511, [+] System running normally
2025-10-09 20:36:15, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 19, Flipped 2840303655, [+] System running normally
2025-10-09 20:36:17, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 20, Flipped 2840827943, [+] System running normally
2025-10-09 20:36:19, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 21, Flipped 2841876519, [+] System running normally
2025-10-09 20:36:21, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 22, Flipped 2835585063, [+] System running normally
2025-10-09 20:36:23, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 23, Flipped 2848167975, [+] System running normally
2025-10-09 20:36:27, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 24, Flipped 2823002151, [+] System running normally
2025-10-09 20:36:29, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 25, Flipped 2873333799, [+] System running normally
2025-10-09 20:36:31, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 26, Flipped 2906888231, [+] System running normally
2025-10-09 20:36:33, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 27, Flipped 2705561639, [+] System running normally
2025-10-09 20:36:35, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 28, Flipped 3108214823, [+] System running normally
2025-10-09 20:36:37, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 29, Flipped 2302908455, [+] System running normally
2025-10-09 20:36:41, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 30, Flipped 3913521191, [+] System running normally
2025-10-09 20:36:43, Instruction: 0xffff800010ba6348, Mem: 2839779367, Flipped bit 31, Flipped 692295719, [+] System running normally
2025-10-09 20:36:45, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 0, Flipped 4181721218, [+] System running normally
2025-10-09 20:36:47, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 1, Flipped 4181721217, [+] System running normally
2025-10-09 20:36:49, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 2, Flipped 4181721223, [+] System running normally
2025-10-09 20:36:51, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 3, Flipped 4181721227, [+] System running normally
2025-10-09 20:36:53, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 4, Flipped 4181721235, [+] System running normally
2025-10-09 20:36:55, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 5, Flipped 4181721251, [+] System running normally
2025-10-09 20:36:57, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 6, Flipped 4181721283, [+] System running normally
2025-10-09 20:36:59, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 7, Flipped 4181721091, [+] System running normally
2025-10-09 20:37:01, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 8, Flipped 4181721475, [+] System running normally
2025-10-09 20:37:03, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 9, Flipped 4181721731, [+] System running normally
2025-10-09 20:37:05, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 10, Flipped 4181722243, [+] System running normally
2025-10-09 20:37:07, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 11, Flipped 4181723267, [+] System running normally
2025-10-09 20:37:11, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 12, Flipped 4181725315, [+] System running normally
2025-10-09 20:37:13, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 13, Flipped 4181729411, [+] System running normally
2025-10-09 20:37:15, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 14, Flipped 4181737603, [+] System running normally
2025-10-09 20:37:17, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 15, Flipped 4181753987, [+] System running normally
2025-10-09 20:37:19, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 16, Flipped 4181786755, [+] System running normally
2025-10-09 20:37:21, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 17, Flipped 4181852291, [+] System running normally
2025-10-09 20:37:23, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 18, Flipped 4181983363, [+] System running normally
2025-10-09 20:37:25, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 19, Flipped 4182245507, [+] System running normally
2025-10-09 20:37:27, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 20, Flipped 4182769795, [+] System running normally
2025-10-09 20:37:29, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 21, Flipped 4183818371, [+] System running normally
2025-10-09 20:37:31, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 22, Flipped 4177526915, [+] System running normally
2025-10-09 20:37:33, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 23, Flipped 4190109827, [+] System running normally
2025-10-09 20:37:35, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 24, Flipped 4164944003, [+] System running normally
2025-10-09 20:37:37, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 25, Flipped 4215275651, [+] System running normally
2025-10-09 20:37:39, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 26, Flipped 4248830083, [+] System running normally
2025-10-09 20:37:41, Instruction: 0xffff800010ba634c, Mem: 4181721219, Flipped bit 27, Flipped 4047503491, [+] System running normally
