2025-10-30 14:07:40, Instruction: 0xffff800010b2cc88, Mem: 2847374333, Flipped bit 0, Flipped 2847374332, [+] System running normally
2025-10-31 07:47:51, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 8, Flipped 402653090, [+] System running normally
2025-10-31 07:47:53, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 9, Flipped 402652322, [+] System running normally
2025-10-31 07:47:55, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 10, Flipped 402651810, [+] System running normally
2025-10-31 07:47:57, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 11, Flipped 402650786, [+] System running normally
2025-10-31 07:47:59, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 12, Flipped 402648738, [+] System running normally
2025-10-31 07:48:03, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 13, Flipped 402644642, [+] System running normally
2025-10-31 07:48:05, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 14, Flipped 402636450, [+] System running normally
2025-10-31 07:48:09, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 15, Flipped 402620066, [+] System running normally
2025-10-31 07:48:11, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 16, Flipped 402587298, [+] System running normally
2025-10-31 07:48:15, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 17, Flipped 402521762, [+] System running normally
2025-10-31 07:48:17, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 18, Flipped 402390690, [+] System running normally
2025-10-31 07:48:19, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 19, Flipped 402128546, [+] System running normally
2025-10-31 07:48:21, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 20, Flipped 401604258, [+] System running normally
2025-10-31 07:48:23, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 21, Flipped 400555682, [+] System running normally
2025-10-31 07:48:25, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 22, Flipped 398458530, [+] System running normally
2025-10-31 07:48:27, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 23, Flipped 394264226, [+] System running normally
2025-10-31 07:48:29, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 24, Flipped 385875618, [+] System running normally
2025-10-31 07:48:33, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 25, Flipped 369098402, [+] System running normally
2025-10-31 07:48:35, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 26, Flipped 335543970, [+] System running normally
2025-10-31 07:48:37, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 27, Flipped 536870562, [+] System running normally
2025-10-31 07:48:39, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 28, Flipped 134217378, [+] System running normally
2025-10-31 07:48:41, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 29, Flipped 939523746, [+] System running normally
2025-10-31 07:48:43, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 30, Flipped 1476394658, [+] System running normally
2025-10-31 07:48:45, Instruction: 0xffff800010b2d264, Mem: 402652834, Flipped bit 31, Flipped 2550136482, [+] System running normally
2025-10-31 07:48:47, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 0, Flipped 2853372897, [+] System running normally
2025-10-31 07:48:49, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 1, Flipped 2853372898, [+] System running normally
2025-10-31 07:48:51, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 2, Flipped 2853372900, [+] System running normally
2025-10-31 07:48:55, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 3, Flipped 2853372904, [+] System running normally
2025-10-31 07:48:57, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 4, Flipped 2853372912, [+] System running normally
2025-10-31 07:48:59, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 5, Flipped 2853372864, [+] System running normally
2025-10-31 07:49:01, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 6, Flipped 2853372832, [+] System running normally
2025-10-31 07:49:03, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 7, Flipped 2853372768, [+] System running normally
2025-10-31 07:49:05, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 8, Flipped 2853372640, [+] System running normally
2025-10-31 07:49:09, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 9, Flipped 2853372384, [+] System running normally
2025-10-31 07:49:11, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 10, Flipped 2853373920, [+] System running normally
2025-10-31 07:49:13, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 11, Flipped 2853374944, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[ 4031.826353]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 07:52:36, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 12, Flipped 2853376992, [+] System running normally
2025-10-31 07:52:38, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 13, Flipped 2853381088, [+] System running normally
2025-10-31 07:52:40, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 14, Flipped 2853389280, [+] System running normally
2025-10-31 07:52:42, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 15, Flipped 2853405664, [+] System running normally
2025-10-31 07:52:44, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 16, Flipped 2853307360, [+] System running normally
2025-10-31 07:52:48, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 17, Flipped 2853241824, [+] System running normally
2025-10-31 07:52:50, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 18, Flipped 2853635040, [+] System running normally
2025-10-31 07:52:52, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 19, Flipped 2853897184, [+] System running normally
2025-10-31 07:52:54, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 20, Flipped 2852324320, [+] System running normally
2025-10-31 07:52:56, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 21, Flipped 2855470048, [+] System running normally
2025-10-31 07:52:58, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 22, Flipped 2857567200, [+] System running normally
2025-10-31 07:53:00, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 23, Flipped 2861761504, [+] System running normally
2025-10-31 07:53:02, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 24, Flipped 2870150112, [+] System running normally
2025-10-31 07:53:06, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 25, Flipped 2819818464, [+] System running normally
2025-10-31 07:53:08, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 26, Flipped 2920481760, [+] System running normally
2025-10-31 07:53:10, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 27, Flipped 2719155168, [+] System running normally
2025-10-31 07:53:12, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 28, Flipped 3121808352, [+] System running normally
2025-10-31 07:53:14, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 29, Flipped 2316501984, [+] System running normally
2025-10-31 07:53:16, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 30, Flipped 3927114720, [+] System running normally
2025-10-31 07:53:18, Instruction: 0xffff800010b2d268, Mem: 2853372896, Flipped bit 31, Flipped 705889248, [+] System running normally
2025-10-31 07:53:20, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 0, Flipped 4177542116, [+] System running normally
2025-10-31 07:53:22, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 1, Flipped 4177542119, [+] System running normally
2025-10-31 07:53:24, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 2, Flipped 4177542113, [+] System running normally
2025-10-31 07:53:28, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 3, Flipped 4177542125, [+] System running normally
2025-10-31 07:53:30, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 4, Flipped 4177542133, [+] System running normally
2025-10-31 07:53:32, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 5, Flipped 4177542085, [+] System running normally
2025-10-31 07:53:34, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 6, Flipped 4177542053, [+] System running normally
2025-10-31 07:53:38, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 7, Flipped 4177541989, [+] System running normally
2025-10-31 07:53:40, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 8, Flipped 4177541861, [+] System running normally
2025-10-31 07:53:42, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 9, Flipped 4177541605, [+] System running normally
2025-10-31 07:53:44, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 10, Flipped 4177543141, [+] System running normally
2025-10-31 07:53:46, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 11, Flipped 4177540069, [+] System running normally
2025-10-31 07:53:48, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 12, Flipped 4177538021, [+] System running normally
2025-10-31 07:53:50, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 13, Flipped 4177533925, [+] System running normally
2025-10-31 07:53:52, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 14, Flipped 4177558501, [+] System running normally
2025-10-31 07:53:54, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 15, Flipped 4177574885, [+] System running normally
2025-10-31 07:53:56, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 16, Flipped 4177607653, [+] System running normally
2025-10-31 07:53:58, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 17, Flipped 4177673189, [+] System running normally
2025-10-31 07:54:00, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 18, Flipped 4177804261, [+] System running normally
2025-10-31 07:54:02, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 19, Flipped 4178066405, [+] System running normally
2025-10-31 07:54:04, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 20, Flipped 4178590693, [+] System running normally
2025-10-31 07:54:06, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 21, Flipped 4179639269, [+] System running normally
2025-10-31 07:54:08, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 22, Flipped 4181736421, [+] System running normally
2025-10-31 07:54:10, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 23, Flipped 4185930725, [+] System running normally
2025-10-31 07:54:12, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 24, Flipped 4160764901, [+] System running normally
2025-10-31 07:54:16, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 25, Flipped 4211096549, [+] System running normally
2025-10-31 07:54:18, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 26, Flipped 4244650981, [+] System running normally
2025-10-31 07:54:20, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 27, Flipped 4043324389, [+] System running normally
2025-10-31 07:54:22, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 28, Flipped 3909106661, [+] System running normally
2025-10-31 07:54:24, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 29, Flipped 3640671205, [+] System running normally
2025-10-31 07:54:27, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 30, Flipped 3103800293, [+] System running normally
2025-10-31 07:54:29, Instruction: 0xffff800010b2d26c, Mem: 4177542117, Flipped bit 31, Flipped 2030058469, [+] System running normally
2025-10-31 07:54:31, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 0, Flipped 3103816674, [+] System running normally
2025-10-31 07:54:33, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 1, Flipped 3103816673, [+] System running normally
2025-10-31 07:54:37, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 2, Flipped 3103816679, [+] System running normally
2025-10-31 07:54:39, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 3, Flipped 3103816683, [+] System running normally
2025-10-31 07:54:41, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 4, Flipped 3103816691, [+] System running normally
2025-10-31 07:54:45, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 5, Flipped 3103816643, [+] System running normally
2025-10-31 07:54:47, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 6, Flipped 3103816611, [+] System running normally
2025-10-31 07:54:49, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 7, Flipped 3103816547, [+] System running normally
2025-10-31 07:54:53, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 8, Flipped 3103816419, [+] System running normally
2025-10-31 07:54:55, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 9, Flipped 3103816163, [+] System running normally
2025-10-31 07:54:57, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 10, Flipped 3103817699, [+] System running normally
2025-10-31 07:54:59, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 11, Flipped 3103814627, [+] System running normally
2025-10-31 07:55:03, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 12, Flipped 3103812579, [+] System running normally
2025-10-31 07:55:05, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 13, Flipped 3103808483, [+] System running normally
2025-10-31 07:55:07, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 14, Flipped 3103800291, [+] System running normally
2025-10-31 07:55:11, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 15, Flipped 3103849443, [+] System running normally
2025-10-31 07:55:13, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 16, Flipped 3103882211, [+] System running normally
2025-10-31 07:55:15, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 17, Flipped 3103947747, [+] System running normally
2025-10-31 07:55:17, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 18, Flipped 3104078819, [+] System running normally
2025-10-31 07:55:19, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 19, Flipped 3104340963, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000047', 'raw_match': '[  336.348780]   ESR = 0x96000047'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 07:58:41, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 20, Flipped 3104865251, [+] System running normally
2025-10-31 07:58:45, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 21, Flipped 3105913827, [+] System running normally
2025-10-31 07:58:47, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 22, Flipped 3108010979, [+] System running normally
2025-10-31 07:58:49, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 23, Flipped 3112205283, [+] System running normally
2025-10-31 07:58:51, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 24, Flipped 3087039459, [+] System running normally
2025-10-31 07:58:53, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 25, Flipped 3137371107, [+] System running normally
2025-10-31 07:58:55, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 26, Flipped 3170925539, [+] System running normally
2025-10-31 07:58:59, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 27, Flipped 2969598947, [+] System running normally
2025-10-31 07:59:02, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 28, Flipped 2835381219, [+] System running normally
2025-10-31 07:59:06, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 29, Flipped 2566945763, [+] System running normally
2025-10-31 07:59:08, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 30, Flipped 4177558499, [+] System running normally
2025-10-31 07:59:10, Instruction: 0xffff800010b2d270, Mem: 3103816675, Flipped bit 31, Flipped 956333027, [+] System running normally
2025-10-31 07:59:12, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 0, Flipped 4177544166, [+] System running normally
2025-10-31 07:59:14, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 1, Flipped 4177544165, [+] System running normally
2025-10-31 07:59:16, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 2, Flipped 4177544163, [+] System running normally
2025-10-31 07:59:18, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 3, Flipped 4177544175, [+] System running normally
2025-10-31 07:59:20, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 4, Flipped 4177544183, [+] System running normally
2025-10-31 07:59:22, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 5, Flipped 4177544135, [+] System running normally
2025-10-31 07:59:26, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 6, Flipped 4177544103, [+] System running normally
2025-10-31 07:59:28, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 7, Flipped 4177544039, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000046', 'raw_match': '[  231.266660]   ESR = 0x96000046'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 08:02:50, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 8, Flipped 4177543911, [+] System running normally
2025-10-31 08:02:54, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 9, Flipped 4177543655, [+] System running normally
2025-10-31 08:02:56, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 10, Flipped 4177545191, [+] System running normally
2025-10-31 08:02:58, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 11, Flipped 4177546215, [+] System running normally
2025-10-31 08:03:00, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 12, Flipped 4177548263, [+] System running normally
2025-10-31 08:03:02, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 13, Flipped 4177552359, [+] System running normally
2025-10-31 08:03:04, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 14, Flipped 4177527783, [+] System running normally
2025-10-31 08:03:06, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 15, Flipped 4177576935, [+] System running normally
2025-10-31 08:03:08, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 16, Flipped 4177609703, [+] System running normally
2025-10-31 08:03:10, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 17, Flipped 4177675239, [+] System running normally
2025-10-31 08:03:12, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 18, Flipped 4177806311, [+] System running normally
2025-10-31 08:03:14, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 19, Flipped 4178068455, [+] System running normally
2025-10-31 08:03:16, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 20, Flipped 4178592743, [+] System running normally
2025-10-31 08:03:18, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 21, Flipped 4179641319, [+] System running normally
2025-10-31 08:03:20, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 22, Flipped 4181738471, [+] System running normally
2025-10-31 08:03:22, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 23, Flipped 4185932775, [+] System running normally
2025-10-31 08:03:24, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 24, Flipped 4160766951, [+] System running normally
2025-10-31 08:03:26, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 25, Flipped 4211098599, [+] System running normally
2025-10-31 08:03:29, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 26, Flipped 4244653031, [+] System running normally
2025-10-31 08:03:31, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 27, Flipped 4043326439, [+] System running normally
2025-10-31 08:03:33, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 28, Flipped 3909108711, [+] System running normally
2025-10-31 08:03:35, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 29, Flipped 3640673255, [+] System running normally
2025-10-31 08:03:37, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 30, Flipped 3103802343, [+] System running normally
2025-10-31 08:03:39, Instruction: 0xffff800010b2d274, Mem: 4177544167, Flipped bit 31, Flipped 2030060519, [+] System running normally
2025-10-31 08:03:41, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 0, Flipped 2550136169, [+] System running normally
2025-10-31 08:03:43, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 1, Flipped 2550136170, [+] System running normally
2025-10-31 08:03:45, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 2, Flipped 2550136172, [+] System running normally
2025-10-31 08:03:47, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 3, Flipped 2550136160, [+] System running normally
2025-10-31 08:03:51, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 4, Flipped 2550136184, [+] System running normally
2025-10-31 08:03:53, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 5, Flipped 2550136136, [+] System running normally
2025-10-31 08:03:55, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 6, Flipped 2550136104, [+] System running normally
2025-10-31 08:03:57, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 7, Flipped 2550136296, [+] System running normally
2025-10-31 08:04:01, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 8, Flipped 2550135912, [+] System running normally
2025-10-31 08:04:03, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 9, Flipped 2550136680, [+] System running normally
2025-10-31 08:04:05, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 10, Flipped 2550135144, [+] System running normally
2025-10-31 08:04:07, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 11, Flipped 2550134120, [+] System running normally
2025-10-31 08:04:09, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 12, Flipped 2550132072, [+] System running normally
2025-10-31 08:04:11, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 13, Flipped 2550127976, [+] System running normally
2025-10-31 08:04:13, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 14, Flipped 2550119784, [+] System running normally
2025-10-31 08:04:15, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 15, Flipped 2550103400, [+] System running normally
2025-10-31 08:04:17, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 16, Flipped 2550070632, [+] System running normally
2025-10-31 08:04:19, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 17, Flipped 2550005096, [+] System running normally
2025-10-31 08:04:21, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 18, Flipped 2549874024, [+] System running normally
2025-10-31 08:04:23, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 19, Flipped 2549611880, [+] System running normally
2025-10-31 08:04:25, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 20, Flipped 2549087592, [+] System running normally
2025-10-31 08:04:27, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 21, Flipped 2548039016, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000021', 'raw_match': '[  282.950040]   ESR = 0x96000021'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 08:07:49, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 22, Flipped 2545941864, [+] System running normally
2025-10-31 08:07:51, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 23, Flipped 2541747560, [+] System running normally
2025-10-31 08:07:53, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 24, Flipped 2533358952, [+] System running normally
2025-10-31 08:07:55, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 25, Flipped 2516581736, [+] System running normally
2025-10-31 08:07:57, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 26, Flipped 2483027304, [+] System running normally
2025-10-31 08:07:59, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 27, Flipped 2684353896, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 08:11:24, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 28, Flipped 2281700712, [+] System running normally
2025-10-31 08:11:26, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 29, Flipped 3087007080, [+] System running normally
2025-10-31 08:11:28, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 30, Flipped 3623877992, [+] System running normally
2025-10-31 08:11:30, Instruction: 0xffff800010b2d278, Mem: 2550136168, Flipped bit 31, Flipped 402652520, [+] System running normally
2025-10-31 08:11:32, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 0, Flipped 3108010978, [+] System running normally
2025-10-31 08:11:34, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 1, Flipped 3108010977, [+] System running normally
2025-10-31 08:11:36, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 2, Flipped 3108010983, [+] System running normally
2025-10-31 08:11:38, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 3, Flipped 3108010987, [+] System running normally
2025-10-31 08:11:40, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 4, Flipped 3108010995, [+] System running normally
2025-10-31 08:11:42, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 5, Flipped 3108010947, [+] System running normally
2025-10-31 08:11:44, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 6, Flipped 3108010915, [+] System running normally
2025-10-31 08:11:46, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 7, Flipped 3108010851, [+] System running normally
2025-10-31 08:11:48, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 8, Flipped 3108010723, [+] System running normally
2025-10-31 08:11:50, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 9, Flipped 3108010467, [+] System running normally
2025-10-31 08:11:52, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 10, Flipped 3108012003, [+] System running normally
2025-10-31 08:11:56, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 11, Flipped 3108008931, [+] System running normally
2025-10-31 08:11:58, Instruction: 0xffff800010b2d27c, Mem: 3108010979, Flipped bit 12, Flipped 3108006883, [+] System running normally
